College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Sri Krishna Arts and Science College, Coimbatore ",Tamil nadu,Science,"16,000",--,8.5,8.6,7.8,8.6,8.9,8.7,8.5
Jamal Mohamed College ,Tamil nadu,Science,"26,000","34,000",8.5,8.8,8.1,8.5,8.6,8.4,8.6
Sri Ramakrishna Mission Vidyalaya College of Arts ,Tamil nadu,Science,"7,300","13,270",8.6,8.8,7.7,8.9,9,8.1,8.9
"Sri Ramakrishna College of Arts and Science, ",Tamil nadu,Science,"52,000","52,000",8.2,8.2,7.3,8.7,7.7,8.2,8.8
Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Tamil nadu,Science,879,"1,464",8.5,9,8.3,8.4,8.8,7.9,8.6
Madras School of Social Work ,Tamil nadu,Science,"51,200","75,000",8.1,9,8.2,8.2,6.7,8,8.2
Dr. N.G.P. Arts and Science College ,Tamil nadu,Science,"1,40,000",--,7.6,7.8,7.1,7.5,8.4,7.7,7
"Guru Nanak College, Chennai ",Tamil nadu,Science,"9,500","11,450",7.9,8.2,7.1,8,8.4,7.3,8.5
"Vellalar College for Women, Erode ",Tamil nadu,Science,"2,646","2,136",8.1,8.5,7.6,8.3,8.5,7.7,8.1
"St. Xavier's College (Autonomous), Palayamkottai ",Tamil nadu,Science,"6,465","5,356",8.4,8.3,8,8.7,8.6,7.7,8.8
"V. O. Chidambaram College, Thoothukkudi ",Tamil nadu,Science,"5,000","9,850",7.3,8.3,7.3,7,7.6,5.6,7.7
"Lady Doak College, Madurai ",Tamil nadu,Science,"1,81,000","43,300",8.4,9.1,7.2,8.7,8.6,8.4,8.2
"Fergusson College, Pune ",Maharashtra,Science,"11,135","50,780",8.1,8.5,7.3,8.2,8.5,7.1,8.7
"St. Xavier's College, Mumbai ",Maharashtra,Science,"7,187","15,674",8.2,8.7,7.3,8.3,8.8,7.6,8.7
D.G. Ruparel College of Arts Science and ,Maharashtra,Science,"7,005",--,7.9,8.3,7.5,8.1,8.6,6.8,8.2
"Mithibai College of Arts, Mumbai ",Maharashtra,Science,"55,000","50,000",8.5,8.5,8.3,8.4,8.9,7.6,9
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Science,"37,295","7,450",7.9,8.4,7,8,8.4,6.6,8.9
B.K Birla College Of Arts Science & ,Maharashtra,Science,"28,800","10,270",7.6,8,6.5,8.1,8.1,6.6,8
Jai Hind College ,Maharashtra,Science,"6,130","13,602",8.5,8.5,8.3,8.5,8.4,7.8,9.2
Kishinchand Chellaram College ,Maharashtra,Science,"10,735","50,920",8.3,8.6,7.9,8.5,8.4,7.4,8.7
Rajiv Gandhi Institute of Information Technology and ,Maharashtra,Science,"70,000","1,05,000",8.3,8.6,7.4,9.6,8.1,7.4,8.8
"Sophia College for Women, Mumbai ",Maharashtra,Science,"47,340",--,8.6,9.1,8.4,9.1,9.5,6.6,9
Savitribai Phule Pune University ,Maharashtra,Science,"21,000","5,850",7.6,8.1,7.1,7.9,7.9,6.8,7.5
Dr DY Patil Vidyapeeth ,Maharashtra,Science,"1,25,000",--,8.4,8.9,8.4,8.4,8.6,7.3,9
"DY Patil University, Navi Mumbai ",Maharashtra,Science,"1,20,000","1,25,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8
"Narsee Monjee College of Commerce and Economics, ",Maharashtra,Science,"40,000",--,8.3,8.7,7.5,8.4,8.5,7.8,8.6
Mahatma Phule Krishi Vidyapeeth ,Maharashtra,Science,--,--,8.3,8.1,8,8.6,8.7,7.9,8.4
"RA Podar College of Commerce and Economics, ",Maharashtra,Science,500,--,7.7,8.8,6.8,8.1,7.4,7.1,8.2
"Government Dental College & Hospital, Aurangabad ",Maharashtra,Science,--,--,7.4,9,5,8.3,6,8.3,7.7
Armed Forces Medical College ,Maharashtra,Science,--,--,9.7,9.4,9.7,9.7,9.6,9.9,9.9
ILS Law College ,Maharashtra,Science,--,--,7.3,8,5.6,7.7,7.7,6.6,8
Grant Medical College and Sir J. J. ,Maharashtra,Science,--,--,8.8,8.5,8.2,8.4,9.1,9.1,9.7
Seth GS Medical College ,Maharashtra,Science,"67,230","67,230",8,8.8,6.7,7.6,8,8.2,8.4
Central Institute of Fisheries Education ,Maharashtra,Science,"16,700","16,700",8.9,9,9.7,8.5,9.7,8.2,8.4
St Andrew's College of Arts Science and ,Maharashtra,Science,"25,197",--,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College of Arts Science and Commerce ,Maharashtra,Science,--,--,7.5,8,6.6,8.3,7.3,6.9,7.6
Sanjay Gandhi Postgraduate Institute of Medical Sciences ,Uttar pradesh,Science,--,--,7.5,7,6.2,8.2,8.2,7.8,7.8
Banaras Hindu University ,Uttar pradesh,Science,"4,400","6,720",8.3,8.7,8.1,8.4,8.8,7.2,8.6
King George's Medical University ,Uttar pradesh,Science,"73,000",--,8.9,9.3,8.2,9.1,9.4,9.1,8.4
Indian Veterinary Research Institute ,Uttar pradesh,Science,"15,900",--,8.9,8.4,9.4,8.7,9.3,8.7,8.8
"Faculty of Law, Banaras Hindu University, Varanasi ",Uttar pradesh,Science,--,--,7.3,8.7,7.7,8.7,7.2,5,6.6
Institute of Medical Sciences ,Uttar pradesh,Science,--,--,8.6,9.2,7.5,8.9,8.2,9.2,8.4
"Amity University, Lucknow ",Uttar pradesh,Science,"48,000","1,08,000",8.1,8,7.6,8.1,8.8,7.1,8.8
"Lloyd Law College, Greater Noida ",Uttar pradesh,Science,--,--,7.5,8.5,7.2,7.8,7.8,7.1,6.8
Chaudhary Charan Singh University ,Uttar pradesh,Science,"4,655","4,715",6.4,6.6,6.1,7.3,6.6,4.9,6.6
"National Post Graduate College, Lucknow ",Uttar pradesh,Science,--,--,7.6,8.6,7.4,8.5,7.6,6.8,6.7
IMS Design and Innovation Academy ,Uttar pradesh,Science,"2,37,000",--,8.6,8.5,8,9,9,8,9
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Science,"39,000","71,000",7.2,7.6,6.6,7.5,7.5,6,7.9
Ewing Christian College ,Uttar pradesh,Science,"9,260","40,000",7,8.2,5.7,7.9,7.5,5.1,7.8
"CHM Institute of Hotel and Business Management, ",Uttar pradesh,Science,--,--,--,--,--,--,--,--,--
Teerthanker Mahaveer University ,Uttar pradesh,Science,"40,400","99,000",8.1,8.3,7.6,8.2,8.7,7.3,8.3
"Presidency College of Education and Technology, Meerut ",Uttar pradesh,Science,--,--,--,--,--,--,--,--,--
"Mewar Institute of Management, Ghaziabad ",Uttar pradesh,Science,"30,000","45,000",7.9,8.3,6.6,8.7,7.9,8.3,7.7
Rajiv Academy for Technology and Management ,Uttar pradesh,Science,"22,900",--,8.6,9.4,8.1,9,8.1,8.5,8.5
Mangalayatan University ,Uttar pradesh,Science,"25,000","30,000",7.9,7.8,7.8,8.2,8.4,7.1,8.1
Indian Institute of Sugarcane Research ,Uttar pradesh,Science,--,--,8.7,8,9,9,8,9,9
DAV College ,Uttar pradesh,Science,"9,550","48,000",6.7,7.5,5.6,7.3,7,5.8,7.1
"St Stephen's College, New Delhi ",Delhi ncr,Science,"42,835",--,8.7,9.2,7.6,9.1,8.6,8.6,9.1
"Hindu College, New Delhi ",Delhi ncr,Science,"20,460","19,710",8.4,8.8,7.9,8.7,8.5,7.6,9
Lady Shri Ram College for Women ,Delhi ncr,Science,"20,670",--,8.5,8.8,7.9,8.6,8.6,8,8.9
"Miranda House, New Delhi ",Delhi ncr,Science,"19,800","16,170",8.6,9.1,8.5,8.5,9.3,7.1,8.9
Hansraj College ,Delhi ncr,Science,"24,515","16,554",8.4,8.7,7.9,8.7,8.5,7.8,8.9
Kirori Mal College ,Delhi ncr,Science,"14,595","9,339",8.2,8.7,7.6,8.6,7.9,7.3,8.9
"Ramjas College, New Delhi ",Delhi ncr,Science,"14,610","14,404",7.9,8.4,7.1,8.4,7.9,7,8.5
"Sri Venkateswara College, New Delhi ",Delhi ncr,Science,"14,555","13,191",8.3,8.7,7.8,8.5,8.2,7.9,8.8
Atma Ram Sanatan Dharma College ,Delhi ncr,Science,"13,345",--,7.8,8.4,6.7,8.4,8,6.8,8.7
"Deen Dayal Upadhyaya College, New Delhi ",Delhi ncr,Science,"19,345",--,7.9,8.4,7.4,8.3,8.4,6.5,8.2
Dyal Singh College ,Delhi ncr,Science,"15,860",--,7.7,8.2,6.9,8.1,7.7,7.1,8.3
"Lady Irwin College, New Delhi ",Delhi ncr,Science,"29,645",--,8.2,9,6.9,8.9,8.7,6.8,9
"Gargi College, New Delhi ",Delhi ncr,Science,"14,045","13,331",8.2,8.5,7.2,8.6,8,7.8,9
Jesus and Mary College ,Delhi ncr,Science,"16,610",--,7.9,8.6,6.9,8.1,8.5,7.1,8.4
Sri Guru Tegh Bahadur Khalsa College ,Delhi ncr,Science,"26,965","18,954",7.8,8.2,7.2,8.2,8.1,6.8,8.3
Shaheed Rajguru College of Applied Sciences for ,Delhi ncr,Science,"17,840",--,7.9,8.3,7.3,8.3,8.8,6.5,8.1
Acharya Narendra Dev College ,Delhi ncr,Science,"7,965","7,851",7.8,8.9,6.5,8.7,7.3,7.1,8.1
Daulat Ram College ,Delhi ncr,Science,"19,540",--,7.9,8.4,7.4,8.5,7.5,7.2,8.4
"Maitreyi College, New Delhi ",Delhi ncr,Science,"8,390","7,616",7.8,8.3,6.8,8.3,8,6.8,8.3
Shyam Lal College ,Delhi ncr,Science,"19,750",--,7.3,8.1,6.2,8,7.5,6.1,7.9
Kamala Nehru College ,Delhi ncr,Science,"10,500",--,8.1,8.7,7.6,8.8,7.3,7.2,8.7
Indraprastha College for Women ,Delhi ncr,Science,"45,600","13,000",8,8.8,7.6,8.2,8.8,7.1,7.5
Maharaja Agrasen College ,Delhi ncr,Science,"16,000",--,7.7,8.2,6.7,8.1,8.7,6.5,7.9
"Shivaji College, New Delhi ",Delhi ncr,Science,"22,970",--,7.8,8.2,6.8,8.3,8.1,6.8,8.3
Shaheed Sukhdev College of Business Studies ,Delhi ncr,Science,"29,025",--,8.6,9.1,7.6,9,8.3,8.8,8.6
"Keshav Mahavidyalaya, New Delhi ",Delhi ncr,Science,"9,336",--,8.1,8.6,7.4,8.7,8.8,7,8
"Sri Guru Gobind Singh College of Commerce, ",Delhi ncr,Science,"45,200",--,8.2,8.7,7.5,8.4,8.7,7.6,8.5
"Kalindi College, New Delhi ",Delhi ncr,Science,"13,297",--,7.4,8.6,6.4,8.4,7,6.3,7.8
"Ramanujan college, New Delhi ",Delhi ncr,Science,"22,500",--,7.9,8.6,6.5,8.4,8.3,7.2,8.3
Andhra Loyola College ,Andhra pradesh,Science,--,--,8,8.5,7.4,8.5,8.6,7,8.2
"Silver Jubilee Government Degree College, Kurnool ",Andhra pradesh,Science,"5,346",--,7.7,8.3,6.1,9,7.7,7.1,7.9
Acharya NG Ranga Agricultural University ,Andhra pradesh,Science,"27,900","29,830",8.4,8.8,8.1,9.4,8.2,7,8.6
Sri Venkateswara Institute of Medical Sciences ,Andhra pradesh,Science,"27,700","29,200",7.8,8.2,7.9,8.1,7.5,7.5,7.5
PES Institute of Medical Sciences and Research ,Andhra pradesh,Science,--,--,7.9,8.3,6.5,8.4,8.4,7.6,8.3
Shri Vishnu College of Pharmacy ,Andhra pradesh,Science,--,--,8,8.1,8,8.1,8.4,7.7,7.8
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Science,--,--,8.1,8.7,8,8.3,8.8,7.9,7.1
Acharya Nagarjuna University ,Andhra pradesh,Science,"13,800","8,395",7.3,7.7,7,7.2,8,5.7,8.2
Sri Venkateswara Veterinary University ,Andhra pradesh,Science,"27,405","45,675",8.2,8.7,8,8.5,7.8,7.8,8.4
"TSR and TBK Degree and PG College, ",Andhra pradesh,Science,"22,500","42,600",7.7,8.3,6,8.8,8,6.8,8.5
"Dr. Lankapalli Bullayya College, Visakhapatnam ",Andhra pradesh,Science,--,--,8.2,8.7,7.5,8.6,9,6.8,8.3
PVKN Govt Degree College ,Andhra pradesh,Science,"8,555",--,8.9,9.7,7.7,9,8.7,8.3,9.7
Mount Carmel College ,Karnataka,Science,"42,000",--,8.3,8.3,7.8,8.2,8.3,7.9,9.1
St Joseph's College ,Karnataka,Science,"1,28,250","32,960",8.1,8.4,7.3,8.4,8.3,7.6,8.6
"St. Aloysius College, Mangalore ",Karnataka,Science,"94,705","27,150",7.9,8.4,7.1,8.1,8.3,7.1,8.6
The Oxford College of Science ,Karnataka,Science,"50,000","25,000",7.1,7.8,6.4,7.7,7.4,6.2,7.2
Jyoti Nivas College ,Karnataka,Science,"30,000","40,000",7.8,8.2,7.4,8.3,7.7,7,8.4
"NMKRV College for Women, Bangalore ",Karnataka,Science,"1,40,000","1,20,000",7.9,7.9,7.3,8.4,8.1,6.9,8.7
National Law School of India University ,Karnataka,Science,"2,19,625",--,8.8,9.1,8.6,9.3,8.1,9.1,8.8
Kasturba Medical College ,Karnataka,Science,"5,27,000","1,10,000",9,9,8.1,9,9.5,8.9,9.3
Welcomgroup Graduate School of Hotel Administration ,Karnataka,Science,"1,70,000",--,8.8,8.7,8.3,8.6,8.7,9.1,9.3
Manipal College of Dental Sciences ,Karnataka,Science,"30,000",--,8.7,9,7.2,9.1,9.4,8.2,9.3
"Ramaiah Medical College, Bangalore ",Karnataka,Science,"66,500",--,8.8,9.3,7.9,9.4,9.3,8.6,8.1
"JSS Academy of Higher Education & Research, ",Karnataka,Science,"44,590","39,340",8.2,8.3,7.5,8.6,8.5,8,8
Bangalore Medical College and Research Institute ,Karnataka,Science,"17,970","34,720",8.4,8.6,7.7,8.2,7.9,9.3,8.5
Army Institute of Fashion and Design ,Karnataka,Science,"1,92,814","1,61,105",9,9.2,9.2,8.7,8.6,9,9
"JD Institute of Fashion Technology, Bangalore ",Karnataka,Science,"2,50,000",--,8.2,8.7,5.5,9.6,7.7,7.7,9.8
KS Hegde Medical Academy ,Karnataka,Science,"1,02,500","56,000",8.6,9,8.4,9.6,8.4,8.2,8.2
"University College of Law Bangalore University, Bangalore ",Karnataka,Science,--,--,7.6,8.5,6,8.5,7.5,8,7
Belagavi Institute of Medical Sciences ,Karnataka,Science,--,--,8.6,9.1,8,9,7.4,9.8,8
"College of Dental Sciences, Davanagere ",Karnataka,Science,--,--,8.3,9.2,7,8.8,8.4,8.4,7.8
"Nizam College, Hyderabad ",Telangana,Science,"15,600",--,8.2,8.3,7.5,8.6,8.3,7.6,8.7
"Loyola Academy Degree and PG College, Secunderabad ",Telangana,Science,"36,240","40,400",8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann's College for Women, Hyderabad ",Telangana,Science,"17,155","27,055",8.1,8.6,6.9,8.7,8.5,7.7,8.4
"St Francis College for Women, Hyderabad ",Telangana,Science,"10,000","35,580",8.5,8.9,7.2,8.5,8.9,8.6,9
University of Hyderabad ,Telangana,Science,"10,710","10,710",8.4,8.7,7.6,8.5,9,7.5,8.8
National Institute of Pharmaceutical Education and Research ,Telangana,Science,"95,500",--,8.4,8.6,8,8.7,8,8.4,8.4
Kasturba Gandhi Degree and PG College for ,Telangana,Science,"92,000",--,8,8.1,7,8.3,8.6,7.1,8.8
A.V. College of Arts Science and Commerce ,Telangana,Science,"22,605","12,640",8,8.1,6.3,8.1,8.7,7.8,8.9
Osmania University College for Women ,Telangana,Science,"7,640","35,560",8.2,8,8.4,8.7,8.5,6.5,9
Osmania University ,Telangana,Science,"2,260",--,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Telangana,Science,"3,010","11,840",7.2,7.4,6.8,7.6,7.2,6.8,7.4
Directorate of Sorghum Research ,Telangana,Science,--,--,--,--,--,--,--,--,--
Centre for Cellular and Molecular Biology ,Telangana,Science,--,--,8.4,--,--,8.7,--,8.2,8.3
Dr. B.R. Ambedkar Open University ,Telangana,Science,"12,600","1,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8
"Gandhi Medical College, Secunderabad ",Telangana,Science,--,--,7.3,7.9,7.6,7.7,7,6.9,6.7
Maulana Azad National Urdu University ,Telangana,Science,"4,700","9,000",7.8,7,8.3,8.1,8.6,7.1,7.9
Sarojini Naidu Vanita Mahavidyalaya ,Telangana,Science,"12,200","25,975",9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Telangana,Science,"22,780",--,8.2,7.8,7.6,8.6,8.3,7.9,8.7
"IPS Academy, Indore ",Madhya pradesh,Science,"11,429","11,644",7.6,7.7,7.1,7.5,8,7.2,7.8
School of Planning and Architecture ,Madhya pradesh,Science,--,--,7.5,8.4,7.7,8.1,7.7,5.7,7.4
National Law Institute University ,Madhya pradesh,Science,"83,500",--,8.4,8.6,7.9,7.9,9.1,8.5,8.4
"Rajeev Gandhi College, Bhopal ",Madhya pradesh,Science,"15,000","20,000",6.7,7,5.9,7.3,7.1,5.6,7.2
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,"74,411","58,395",7.9,8.2,7.5,8.7,7.7,7,8.4
Islamia Karimia College ,Madhya pradesh,Science,"9,852","22,550",5.9,6,5.5,8,5.5,4.5,6
Institute for Excellence in Higher Education ,Madhya pradesh,Science,"23,882","34,907",7.2,7.9,6.5,7.9,7,6.7,7.4
"M.B. Khalsa College, Indore ",Madhya pradesh,Science,"22,000","20,000",6.6,6.7,5.2,7.8,7.1,5.7,7
Government M L B Girls PG College ,Madhya pradesh,Science,--,--,6.9,7.1,6.5,7.4,6.5,5.8,7.8
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Science,"18,500","54,500",7.5,8,6.5,7.8,7.5,7,7.9
"Government Maharani Laxmi Bai Girls PG College, ",Madhya pradesh,Science,"1,300","8,420",--,--,--,--,--,--,--
"Altius Institute of Universal Studies, Indore ",Madhya pradesh,Science,"30,000",--,9,9,8,--,--,--,--
Regional Institute of Education ,Madhya pradesh,Science,"14,710",--,8.6,9,8.3,8.5,8.9,8.4,8.2
Barkatullah University ,Madhya pradesh,Science,"5,650","30,000",6.9,7.3,6.1,7.4,6.9,6,7.5
Indira Gandhi National Tribal University ,Madhya pradesh,Science,"8,740","10,400",7.5,7.5,7.3,8.4,7.9,5.9,7.9
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,"27,620","17,855",8.2,9,7,8.5,8,8,8.6
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Science,"9,100","13,650",7.7,8.3,6.3,8.7,7.3,7.8,7.9
"Career College, Bhopal ",Madhya pradesh,Science,"15,000","15,000",8.3,8.4,7.6,8.7,8.3,8.4,8.3
Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Science,"10,260","6,180",7.8,8.6,7.4,8.7,7.5,7.6,7.2
Bonnie foi College ,Madhya pradesh,Science,"12,000","18,800",--,--,--,--,--,--,--
"Trivandrum University College, Thiruvananthapuram ",Kerala,Science,"1,555","3,595",8.5,9.2,8,8.6,9,7.5,8.6
"Mar Ivanios College, Thiruvananthapuram ",Kerala,Science,"4,065","4,725",8.3,8.7,8.1,8.7,8.8,6.6,9
Sacred Heart College ,Kerala,Science,"6,970","10,200",8.5,8.9,7.5,8.6,8.8,8,9.1
Rajagiri College of Social Sciences ,Kerala,Science,"23,853","46,803",8.5,8.8,8.5,8.8,8.5,8,8.1
"Government College for Women, Thiruvananthapuram ",Kerala,Science,--,--,8.2,9,6.8,8.8,9,7.1,8.6
"St Thomas' College, Thrissur ",Kerala,Science,"2,570","3,980",7.4,8,7,8.1,7,6.6,7.9
"St. Albert's College, Ernakulam ",Kerala,Science,"37,500","45,000",7.1,7.9,6.4,7.7,7,6.5,6.9
St. Berchmans College ,Kerala,Science,"9,550","1,42,000",8.4,8.6,8.2,8.6,8.6,7.7,8.5
"St Teresa's College (Autonomous), Ernakulam ",Kerala,Science,"3,500","7,000",8.4,8.9,7.4,9,8.2,7.7,9.3
"Mahatma Gandhi College, Trivandrum ",Kerala,Science,"2,800","84,376",8.1,8.7,7.5,8.6,8.8,5.9,8.9
"Government Arts College, Thiruvananthapuram ",Kerala,Science,--,--,7.8,9.3,6.3,9,8,6.5,7.5
"Farook College, Kozhikode ",Kerala,Science,"3,190","5,020",8.1,8.7,8.1,8.5,8.5,5.8,9
"Newman College, Thodupuzha ",Kerala,Science,"3,265","4,993",7.2,8.4,5.1,7.8,8,6.6,7
T.K.M. College of Arts and Science ,Kerala,Science,"22,500","37,500",8,8.1,7.5,8.1,8.3,7.5,8.6
"St Joseph's College Devagiri, Calicut ",Kerala,Science,"71,300","38,000",8.4,8.8,7.7,8.7,8.7,7.4,9
"Fatima Mata National College, Kollam ",Kerala,Science,"3,805","5,090",8.2,8.7,6.3,8.7,9.3,6.9,9.3
"Christ College Irinjalakuda, Thrissur ",Kerala,Science,"8,71,000","9,70,000",8,8.3,7.7,8.2,8.4,7.2,8.3
"Mar Thoma College, Tiruvalla ",Kerala,Science,--,--,7.2,7.6,6.7,8.3,7.4,5.2,7.7
"Nirmalagiri College, Kannur ",Kerala,Science,"2,545","4,380",8,9.3,7.3,8.1,9,6.7,7.8
Mahatma Gandhi University ,Kerala,Science,"3,280","20,200",7.7,8,7.5,8,8,6.2,8.2
Calicut University ,Kerala,Science,"2,520","5,525",7,7.5,6.2,7.5,7.4,5.4,7.9
"Oriental School of Hotel Management Lakkidi, Wayanad ",Kerala,Science,"97,800",--,7.5,8.3,7,7.6,7.1,8.1,6.7
"Bishop Vayalil Memorial Holy Cross College, Kottayam ",Kerala,Science,"18,470","41,828",7.6,8.3,6.6,9,7.7,7.3,6.7
"St. Mary's College Sulthan Bathery, Sulthan Batheri ",Kerala,Science,"45,000",--,6.8,7.8,6.9,6.8,7.5,3.8,7.8
"Government College, Kasaragod ",Kerala,Science,--,--,8.2,8.3,7.4,9.1,8.7,6.6,9
Kerala Veterinary and Animal Sciences University ,Kerala,Science,"1,52,350","1,19,100",8.1,8.7,7,8.4,8,8.2,8
National Law University ,Rajasthan,Science,"95,000",--,8.4,8.8,8.1,7.5,8.6,8.8,8.5
College of Veterinary and Animal Sciences ,Rajasthan,Science,"15,740","15,740",7.8,8.4,7.5,7.7,8.2,7.8,7.3
"Institute of Hotel Management, Jodhpur, Jodhpur ",Rajasthan,Science,"48,000",--,8,8,7.6,8,8.2,8.1,8
All India Institute of Medical Sciences ,Rajasthan,Science,"1,465","20,000",8,8.3,7.9,8.4,8.8,7.7,7.1
"St Xaviers College, Jaipur ",Rajasthan,Science,"57,000",--,7.6,8.2,7.1,8.3,7.8,6,8.4
"Dr SN Medical College & Hospital, Jodhpur ",Rajasthan,Science,--,--,7.9,8.1,6.8,8.5,8,7.8,7.9
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Science,"23,000","26,000",7.8,8.3,7.5,8.3,7.9,7.3,7.5
"Poddar Group of Institutions, Jaipur ",Rajasthan,Science,"37,000","36,000",7.7,8.3,7.1,8.6,7.4,6.9,8
"Lucky Institute of Professional Studies, Jodhpur ",Rajasthan,Science,"26,000","35,000",7.7,7.8,8,8.3,7.7,6,8.2
Jai Narain Vyas University ,Rajasthan,Science,480,420,6.2,6.9,5.2,7.1,6.4,4.9,6.4
Mahatma Jyoti Rao Phoole University ,Rajasthan,Science,"52,000","50,000",6.8,6.9,6.2,7.4,7.7,6.4,6.4
"Lachoo Memorial College Science and Technology, Jodhpur ",Rajasthan,Science,"51,175","51,175",6.5,7.4,5.5,6.8,7.1,4.7,7.3
Career Point University ,Rajasthan,Science,"39,000","31,000",8.3,8.4,7.9,8.4,8.4,7.6,8.9
"IIHMR University, Jaipur ",Rajasthan,Science,"1,40,000",--,8.5,8.6,8.1,8.5,8.8,8.5,8.2
"SPC Education Center, Jaipur ",Rajasthan,Science,"2,500","2,500",10,--,--,--,--,--,--
"St Wilfreds College for Girls, Jaipur ",Rajasthan,Science,--,--,7.5,8.4,6.5,8.3,7.4,6.7,7.5
Mewar University ,Rajasthan,Science,"35,000","38,000",8,7.9,7.1,8.1,8.8,7.3,8.6
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Science,"12,710","15,030",8.1,8.4,7.6,8.5,7.6,7.7,8.5
"Alankar P.G. Girls College, Jaipur ",Rajasthan,Science,"26,000","40,000",9,9,9,9,9,9,9
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Haryana,Science,"37,200","22,900",8.2,8.4,8,8.5,8.2,7.6,8.4
"Post Graduate Government College, Chandigarh ",Haryana,Science,"26,590","53,760",7.7,8.4,7.2,8.4,7.5,6.5,7.9
"Government Home Science College, Chandigarh ",Haryana,Science,"87,060","55,530",9.1,8.7,9.3,9.3,8.7,8.7,9.7
Goswami Ganesh Dutt Sanatan Dharama College ,Haryana,Science,"24,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8
Post Graduate Institute of Medical Education & ,Haryana,Science,"7,320","3,470",8,8.3,6.8,8.8,8.2,8,8
National Dairy Research Institute ,Haryana,Science,"17,800",--,9,8.8,8.7,9.1,9.4,9.1,8.9
Maharshi Dayanand University ,Haryana,Science,"11,315","3,984",7.8,8,7.7,8,8.4,6.6,8
Government Medical College and Hospital ,Haryana,Science,"9,500","26,054",7.9,8.7,7,8.5,8.2,6.9,8.3
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Haryana,Science,"12,395","15,405",7.5,8.4,7.5,8.1,7.5,7.6,6.1
Chandigarh University ,Haryana,Science,"1,10,000","1,00,000",8.6,8.6,8.2,8.4,9,8.6,8.8
"Chitkara School of Hospitality -[CSH], Chandigarh ",Haryana,Science,--,--,8.4,8.7,7,9,8.3,8.7,8.5
"University Institute of Tourism and Hospitality Management, ",Haryana,Science,"1,16,000",--,9.6,9.8,9.4,9.8,9.6,9.6,9.6
Apeejay Stya University ,Haryana,Science,"2,90,200","1,20,000",7.9,8.2,7.5,7.9,7.5,7.7,8.3
Kurukshetra University ,Haryana,Science,"8,290","40,600",7.5,8.1,7,8,7.7,6.5,7.7
"Arya Post Graduate College, Panipat ",Haryana,Science,"28,900","48,500",7.8,8.4,6.8,8.8,8,6.3,8.6
Guru Jambheshwar University of Science and Technology ,Haryana,Science,"22,600","44,800",7.7,7.7,7.3,7.5,8.9,6.5,8
Maharishi Markandeshwar ,Haryana,Science,"45,000","53,500",7.5,7.6,7.2,7.7,8.3,6.8,7.6
